Time,Fuel Tank,Ox Tank,Throttle Cavity,Low Press,Nothing,Ox Manifold,Fuel Manifold,Pneumatics,High Press,CC
1713734909204,483.90989,600.04222,-6.34532,-61.72317,1.47133,258.30319,23.00409,98.87353,3570.0012,3.70917
1713734909207,482.43775,598.28572,-5.93001,-62.14978,1.36123,271.84486,23.24023,98.81832,3568.81003,4.0208
1713734909209,481.30343,596.57932,-5.45604,-62.2961,1.27744,284.41871,23.81588,98.77108,3567.34506,4.61685
1713734909212,480.69999,594.84394,-5.59048,-62.11291,1.13709,295.4079,25.2758,98.69353,3565.3875,5.40387
1713734909218,480.38574,593.16523,-5.74464,-61.80312,1.31785,305.67297,26.5329,98.63699,3563.53825,6.84762
1713734909227,480.71288,591.37279,-5.51912,-61.8583,1.23,314.67316,28.31601,98.57687,3562.60583,8.24572
1713734909230,481.18791,589.6821,-5.06048,-62.12558,1.06766,323.81022,29.85263,98.51276,3561.16004,9.81944
1713734909233,481.79746,588.00399,-4.78311,-62.07483,1.05686,331.8358,31.62086,98.45367,3559.569,11.58643
1713734909236,482.60169,586.3529,-4.77855,-61.87105,1.03304,339.3728,34.07698,98.41807,3557.51375,13.36228
1713734909239,483.48483,584.72135,-4.95669,-61.64493,0.9696,346.16471,36.53219,98.39121,3555.76114,15.21313
1713734909242,484.46989,583.19787,-4.94175,-61.2391,0.95226,352.32331,39.10576,98.34949,3554.59457,17.25835
1713734909245,485.60615,581.76095,-4.82842,-60.96786,0.99556,357.81122,41.81407,98.32966,3553.78286,19.23826
1713734909248,486.75204,580.39007,-4.85832,-60.76461,1.0016,363.29912,44.60536,98.30758,3553.21726,21.31324
1713734909251,488.0034,579.16545,-4.76679,-60.52546,0.98672,368.42679,48.36233,98.31217,3552.72743,23.35715
1713734909257,489.49643,578.02862,-4.68051,-60.26991,1.0654,373.29266,52.14097,98.30259,3552.76964,25.4526
1713734909264,490.98007,576.87844,-4.75651,-59.87639,1.03032,377.92498,58.79151,98.3314,3551.27407,28.08303
1713734909271,492.5247,575.6823,-4.91834,-59.53903,1.04102,381.14337,68.66206,98.31835,3550.28992,30.75672
1713734909283,494.22417,574.54131,-4.95097,-59.47688,0.99739,384.06402,91.63422,98.31092,3548.88699,33.44922
1713734909290,495.99657,573.40761,-4.8057,-59.27005,1.00663,386.66245,115.28987,98.29493,3546.99264,35.91733
1713734909297,497.75029,572.33601,-4.54604,-59.13989,1.03619,389.364,132.99359,98.30701,3545.80486,38.49617
1713734909301,499.48946,571.32611,-4.53457,-59.08221,1.06288,392.10678,146.33445,98.30005,3544.67449,40.73639
1713734909306,501.173,570.38975,-4.56576,-58.74866,1.05556,393.97885,158.96838,98.32161,3543.12742,43.15875
1713734909312,502.82656,569.37291,-4.94121,-58.28385,1.15534,395.21323,172.22588,98.28943,3541.33463,45.63282
1713734909316,504.4359,568.48231,-5.34598,-57.8913,1.12662,397.48894,185.52338,98.2739,3539.65931,47.67055
1713734909319,505.89103,567.62965,-5.38007,-57.83694,1.08914,399.58508,200.94728,98.28953,3536.97985,50.19896
1713734909328,507.39835,566.74005,-5.32067,-57.80776,1.13998,400.60678,215.62356,98.26086,3534.30458,52.51707
1713734909332,508.82703,565.97919,-4.83751,-57.44823,1.29431,402.02526,228.00339,98.26508,3531.84124,54.8195
1713734909335,510.18465,565.24572,-4.82424,-57.4521,1.30401,403.45973,238.27549,98.27498,3529.95049,57.27063
1713734909340,511.56732,564.52313,-4.76693,-57.40683,1.31623,404.91428,247.45206,98.27274,3527.76937,59.88159
1713734909346,512.89787,563.89483,-4.62699,-57.41395,1.3338,406.26817,258.07516,98.29123,3526.3274,62.915
1713734909357,514.15048,563.26646,-4.79583,-57.36038,1.32134,407.23732,268.8747,98.29393,3523.48051,66.18316
1713734909361,515.47582,562.61306,-5.05692,-56.97911,1.34443,408.13295,278.77514,98.27085,3520.93167,69.3209
1713734909365,516.63888,562.08397,-4.56767,-57.46097,1.35895,410.12063,286.77626,98.25912,3518.50197,72.48292
1713734909368,517.79546,561.54663,-4.53836,-57.41827,1.43975,411.1087,294.47907,98.28696,3516.6035,75.86526
1713734909372,518.87419,561.0344,-4.12173,-57.25029,1.46352,412.68113,301.16677,98.27766,3514.40953,79.01941
1713734909376,519.95325,560.56325,-4.06397,-57.1989,1.53829,414.29829,307.24238,98.27382,3512.18573,82.30807
1713734909380,520.87943,560.10833,-3.69788,-57.35626,1.40576,415.93496,313.48376,98.26675,3509.01763,85.55656
1713734909384,521.87262,559.63067,-3.67448,-57.12213,1.40203,417.04804,320.14532,98.27259,3506.91598,88.98858
1713734909388,522.76835,559.11154,-3.65532,-57.12559,1.43709,418.45095,326.71719,98.30184,3504.87575,92.22878
1713734909392,523.58555,558.71134,-3.61817,-57.05612,1.4513,419.43736,332.9908,98.2885,3502.91543,95.62061
1713734909395,524.47129,558.27989,-3.92683,-56.97854,1.45972,420.53241,338.72231,98.28111,3501.10394,98.97596
1713734909399,525.33482,557.88639,-4.34067,-56.49027,1.50146,421.03441,343.87911,98.32224,3499.13509,102.33061
1713734909403,526.1167,557.56008,-4.26818,-56.34191,1.42901,421.80685,349.05707,98.34078,3496.58672,105.61496
1713734909406,526.83282,557.209,-4.67723,-56.2905,1.57139,422.88537,352.94631,98.39665,3494.53633,108.97356
1713734909410,527.52397,556.97232,-4.99832,-55.79093,1.64166,423.34534,357.51422,98.40966,3492.1261,112.09509
1713734909414,528.11683,556.67314,-4.60931,-56.08135,1.5754,424.75713,361.25083,98.43617,3490.991,115.23754
1713734909418,528.74533,556.42661,-4.15402,-56.20491,1.51504,426.09126,364.78941,98.45275,3489.40813,118.60609
1713734909424,529.44525,556.18327,-4.16382,-56.15037,1.42368,427.17873,368.97166,98.45691,3487.0241,121.89773
1713734909428,530.01482,555.98829,-4.29963,-55.95517,1.40601,427.63458,372.81622,98.46037,3484.69755,125.6336
1713734909447,530.64047,555.80738,-4.40408,-55.60106,1.45832,427.81879,376.69936,98.44692,3482.07682,129.38837
1713734909452,531.28709,555.58669,-4.79102,-55.38831,1.50066,429.27069,380.02183,98.46254,3478.607,133.34798
1713734909463,531.84218,555.32423,-4.99603,-55.20809,1.58417,430.31948,383.43332,98.46732,3476.57937,137.07924
1713734909467,532.52437,555.18413,-5.09174,-55.10867,1.59725,430.6703,387.29443,98.48032,3473.18426,140.85172
1713734909470,533.17405,555.06965,-4.99672,-55.28889,1.65484,431.6536,390.23727,98.47143,3470.36972,144.59222
1713734909475,533.71575,554.91893,-5.00101,-55.38001,1.57745,432.61058,393.21996,98.4886,3467.97721,148.17572
1713734909482,534.23743,554.8475,-4.96641,-55.47309,1.56875,433.67772,396.15399,98.50954,3465.1316,151.65405
1713734909485,534.77765,554.77452,-4.9847,-55.38554,1.58046,434.3159,399.11096,98.51716,3463.65463,155.14743
1713734909490,535.24222,554.7498,-4.61473,-55.59713,1.55397,435.12823,402.00352,98.52614,3460.99816,158.58231
1713734909493,535.7308,554.6096,-4.75791,-55.57913,1.50277,435.25178,405.07443,98.55111,3458.48736,162.09281
1713734909497,536.17055,554.509,-5.058,-55.14333,1.49482,436.38711,407.98009,98.56851,3455.93119,165.56742
1713734909500,536.6715,554.40503,-5.38431,-55.46348,1.49033,437.56095,409.53457,98.56383,3454.39763,168.63476
1713734909504,537.0292,554.37392,-5.67403,-54.95658,1.50193,437.56438,412.11382,98.58321,3451.5457,171.75241
1713734909508,537.42501,554.29762,-5.99891,-54.55349,1.55458,437.67859,414.48956,98.59608,3449.49117,174.8878
1713734909512,537.91418,554.30202,-5.90179,-54.31757,1.53467,437.70754,415.83217,98.58843,3447.10742,177.74804
1713734909515,538.36373,554.14158,-5.76599,-54.33064,1.51629,438.03036,417.89765,98.59912,3444.70686,180.56357
1713734909519,538.65194,554.07552,-5.62547,-53.87662,1.52048,438.70617,420.00297,98.62284,3442.99497,183.55415
1713734909527,539.04995,554.13968,-5.34587,-53.90194,1.53545,439.44658,421.36267,98.66366,3441.13444,186.45281
1713734909530,539.50794,554.22083,-5.10039,-53.94869,1.54542,440.41607,422.81513,98.70218,3439.48694,189.21057
1713734909533,539.96072,554.25587,-5.03436,-54.08562,1.57724,441.25602,424.5096,98.71031,3438.6409,192.00348
1713734909536,540.44808,554.32639,-4.894,-54.24055,1.71515,442.01865,426.42383,98.72113,3436.2525,195.0813
1713734909544,540.96465,554.49614,-4.87417,-53.87163,1.70727,443.02917,428.2274,98.78768,3435.43223,197.90432
1713734909547,541.33206,554.60371,-5.24862,-53.45786,1.74329,443.27287,430.41703,98.82811,3432.51642,201.068
1713734909558,541.72593,554.72599,-4.91373,-53.5953,1.69589,444.72491,431.48856,98.85325,3431.42417,204.04514
1713734909561,542.22097,554.82809,-5.09587,-53.07756,1.81332,445.34629,433.65045,98.87545,3429.06875,207.17255
1713734909564,542.63254,554.99376,-5.08453,-52.92606,1.83311,446.57076,435.45323,98.90801,3427.58168,210.30468
1713734909567,543.07752,555.09074,-5.02197,-52.72547,1.82377,447.73543,437.25376,98.92313,3426.03134,213.69164
1713734909579,543.53242,555.21881,-5.26208,-52.519,1.79125,449.22982,438.87948,98.95992,3423.51693,216.80001
1713734909587,543.92901,555.39828,-4.99387,-52.57551,1.68526,451.45801,439.94006,99.0015,3422.23431,219.9554
1713734909590,544.3312,555.61,-4.57415,-52.77764,1.59888,453.42803,440.98427,99.02642,3421.06236,223.21751
1713734909593,544.77909,555.72503,-4.81132,-52.39099,1.58456,454.38644,443.1006,99.03903,3418.67423,226.45992
1713734909596,545.12979,555.86601,-4.88374,-52.62496,1.3965,456.02771,444.99466,99.09901,3417.19609,229.56589
1713734909599,545.43984,556.04259,-4.42192,-52.72136,1.3849,458.13907,446.34508,99.10677,3415.82297,232.57283
1713734909603,545.75104,556.09935,-4.89265,-52.37716,1.3633,459.11098,448.39664,99.12898,3413.43787,235.62967
1713734909606,545.98168,556.22817,-4.46898,-52.57961,1.32539,461.06532,449.2203,99.13519,3412.02462,238.64076
1713734909609,546.37491,556.34365,-4.75371,-52.10788,1.39268,462.06745,450.89687,99.14791,3409.42552,241.61307
1713734909612,546.66174,556.50002,-4.47913,-52.36973,1.29252,463.67531,451.96575,99.15502,3407.80552,244.56534
1713734909615,546.96566,556.56653,-4.45771,-52.40539,1.22417,465.35121,453.16978,99.16942,3406.13805,247.50327
1713734909619,547.11587,556.59218,-4.6113,-52.28714,1.22093,467.08096,455.38531,99.19803,3403.02604,251.0173
1713734909634,547.45849,556.76089,-4.75114,-52.30088,1.12926,469.31272,457.06897,99.22948,3400.67656,254.26431
1713734909640,547.75575,556.96836,-4.42657,-52.6281,1.05574,472.03815,457.65062,99.23312,3399.07637,257.48778
1713734909643,548.01294,557.01599,-4.79755,-52.4783,1.10169,473.79163,459.30817,99.2554,3396.10851,260.88488
1713734909646,548.23766,557.13098,-4.35106,-52.90297,1.03736,477.00213,460.03586,99.25996,3393.26488,264.2051
1713734909649,548.51069,557.28632,-4.74335,-52.66157,1.01742,478.9004,461.71865,99.29462,3391.15709,267.65202
1713734909655,548.70957,557.45242,-4.87105,-52.63876,0.95131,480.87788,463.24161,99.31677,3388.84225,270.90281
1713734909662,549.01336,557.60692,-4.8027,-52.84499,0.83499,482.9755,464.51407,99.3349,3386.66247,274.34119
1713734909670,549.25359,557.8461,-4.66226,-53.06443,0.79636,484.99716,465.4183,99.35495,3384.89175,277.49036
1713734909672,549.42183,558.0531,-4.50218,-53.38365,0.84367,487.18191,466.01912,99.35781,3383.15605,280.4789
1713734909679,549.80613,558.24202,-4.63914,-53.58538,0.80079,488.8769,467.23757,99.38042,3381.23932,283.41341
1713734909683,549.9894,558.43636,-4.74324,-53.9001,0.85912,490.61835,468.00768,99.39351,3379.78695,285.94563
1713734909693,550.30916,558.6307,-5.04999,-53.80177,0.8298,491.34076,469.88241,99.40523,3376.87393,288.8399
1713734909697,550.59139,558.84095,-4.75923,-54.29291,0.73858,492.76855,471.07334,99.43891,3374.51421,291.47426
1713734909700,550.8229,559.07721,-5.10926,-54.11163,0.77227,493.53459,472.19731,99.43215,3371.4687,294.01309
1713734909707,551.0761,559.24412,-5.11481,-54.44121,0.77838,494.66601,473.25522,99.42715,3369.36511,296.83371
1713734909726,551.43038,559.45505,-5.33734,-54.38803,0.81527,495.58946,474.14838,99.45546,3366.32868,299.2507
1713734909731,551.80937,559.69821,-5.63703,-54.4052,0.7488,497.02363,474.828,99.46916,3364.18555,301.87869
1713734909743,552.19201,559.94216,-5.93827,-54.2745,0.81489,497.32828,476.40045,99.48928,3361.00567,304.52439
1713734909746,552.46071,560.14501,-5.80552,-54.5753,0.76292,498.64612,476.81091,99.48352,3359.02903,306.7417
1713734909749,552.73726,560.4043,-5.75005,-54.66644,0.74755,499.1968,477.71193,99.50413,3356.77254,308.89435
1713734909752,553.04393,560.6482,-5.70471,-54.97157,0.73391,499.5559,479.13086,99.51104,3354.2669,311.36718
1713734909764,553.3406,560.88712,-5.61526,-55.11451,0.7104,499.92696,480.25143,99.53969,3351.94268,314.05805
1713734909767,553.6462,561.19283,-5.2253,-55.4953,0.64366,500.42456,481.5078,99.54666,3349.33809,316.77897
1713734909777,553.8166,561.44243,-5.01263,-56.05775,0.67346,500.89107,481.9628,99.56084,3347.35372,318.98
1713734909780,554.00132,561.67348,-4.75154,-55.93696,0.83445,500.31911,483.40735,99.54994,3343.89372,321.28745
1713734909787,554.24184,561.82694,-4.67305,-56.40064,0.74235,500.54618,484.31799,99.5904,3341.92158,323.47302
1713734909799,554.4428,561.90545,-4.59937,-56.56659,0.82208,500.09217,485.41436,99.59866,3338.83177,325.9734
1713734909806,554.73331,562.01319,-4.60175,-56.70117,0.78042,499.80576,486.31226,99.6059,3335.64746,328.70993
1713734909818,554.97745,562.1391,-4.77853,-56.8799,0.73466,499.5475,487.57631,99.64102,3332.95315,331.22197
1713734909821,555.18585,562.368,-4.37291,-57.17813,0.67673,499.58269,488.08333,99.66412,3330.96946,333.4879
1713734909824,555.33122,562.53247,-4.0672,-57.52273,0.63106,499.69226,488.30663,99.67365,3328.97949,335.67641
1713734909830,555.61487,562.63768,-4.30397,-57.20661,0.73782,498.90063,489.21678,99.68744,3326.27655,337.82226
1713734909841,555.87112,562.75392,-4.39674,-57.35826,0.70716,498.71837,490.12351,99.71567,3323.99227,339.92936
1713734909844,556.10947,562.88075,-4.52875,-57.06243,0.78762,498.38619,491.02868,99.73238,3321.29959,342.13033
1713734909847,556.39082,562.9806,-4.78205,-56.78719,0.54692,497.91548,491.73965,99.76027,3318.5653,343.82371
1713734909858,556.61565,563.07127,-4.89882,-56.64375,0.48089,497.05852,492.43679,99.77278,3315.30427,345.88111
1713734909870,556.9097,563.18498,-5.32442,-56.43026,0.50484,496.49945,493.73196,99.79517,3311.99813,347.83293
1713734909873,557.04581,563.25978,-5.62563,-56.5132,0.57181,496.43559,494.53245,99.80995,3309.03076,349.6912
1713734909876,557.29327,563.44376,-5.15974,-56.68318,0.48133,495.97579,494.49686,99.82335,3307.17294,351.05797
1713734909879,557.37928,563.57862,-4.7496,-57.15837,0.45712,496.15426,494.7998,99.81695,3304.89069,352.63324
1713734909882,557.56516,563.61864,-5.14397,-56.8214,0.48747,495.33363,495.80516,99.84503,3302.07885,354.1989
1713734909885,557.7823,563.70468,-5.15015,-56.81272,0.45067,494.86898,496.73823,99.87951,3299.35575,355.75576
1713734909888,557.82806,563.79683,-4.80388,-57.15981,0.44784,495.36707,497.02229,99.88654,3297.66779,357.27392
1713734909894,558.05991,563.96858,-4.75729,-57.14336,0.48719,495.25077,497.72605,99.90832,3295.27856,358.61837
1713734909898,558.22721,564.03783,-4.95523,-56.89614,0.52389,495.13899,498.25891,99.92247,3293.3732,359.96976
1713734909902,558.37614,564.11897,-5.02024,-56.75194,0.50086,494.91288,498.65245,99.9409,3291.20548,360.92822
1713734909905,558.43659,564.18639,-5.15142,-56.73969,0.48161,494.72741,498.88719,99.96036,3289.02742,361.82779
1713734909908,558.58138,564.36374,-5.05051,-56.76026,0.57285,494.55649,499.29266,99.96986,3287.43732,362.92761
1713734909911,558.68278,564.4659,-5.06269,-56.68946,0.47168,494.37305,499.68232,99.99341,3285.21241,363.72748
1713734909914,558.77396,564.48147,-4.96147,-56.69655,0.47964,494.28698,500.2653,99.97774,3283.40812,364.93871
1713734909917,558.82228,564.54778,-4.56319,-56.93633,0.43597,494.83338,500.48427,99.99863,3281.84239,365.79585
1713734909920,558.87902,564.56319,-5.02632,-56.62619,0.51397,494.48228,501.23657,100.01132,3279.78649,366.62989
1713734909924,559.03527,564.58948,-5.38296,-56.84801,0.47527,495.0545,500.89925,100.01185,3278.56795,367.36358
1713734909927,559.00493,564.57299,-5.64004,-56.6796,0.65201,494.41637,501.33975,100.00594,3275.88076,368.08889
1713734909932,559.06514,564.58327,-5.12342,-57.01659,0.66061,494.68374,501.01701,100.0124,3274.24206,368.77203
1713734909935,558.99278,564.59745,-5.07573,-57.33428,0.65651,495.06308,501.01808,99.99908,3272.20903,369.2584
1713734909938,558.99111,564.65487,-5.05935,-57.39762,0.68079,494.79827,501.42474,100.00409,3270.30883,369.88039
1713734909941,559.12553,564.71454,-4.75979,-57.45017,0.72256,494.7145,501.72223,100.00272,3268.4045,370.57371
1713734909945,559.19703,564.71922,-4.85801,-57.52305,0.71786,494.61518,501.97731,100.01148,3266.46013,371.06252
1713734909948,559.30801,564.70173,-4.85087,-57.55155,0.72702,494.2398,502.0682,100.01817,3264.58229,371.21701
1713734909951,559.40969,564.6913,-4.87757,-57.67273,0.74443,493.74989,502.27745,100.02336,3262.73957,371.72904
1713734909954,559.46776,564.67229,-4.80975,-58.11416,0.66704,494.13988,502.14973,100.00979,3260.83139,372.27023
1713734909963,559.65456,564.67769,-5.03351,-57.67753,0.66275,493.66013,503.14003,100.04119,3259.05693,373.08172
1713734909966,559.65978,564.73328,-4.59946,-57.63287,0.74217,494.05925,503.37539,100.05683,3256.24812,373.65617
1713734909969,559.62001,564.74877,-4.29422,-57.82236,0.59375,494.15322,503.00567,100.06455,3255.17746,373.98227
1713734909972,559.6188,564.81151,-3.9338,-58.14443,0.55395,494.37795,502.67602,100.06603,3254.23543,374.34157
1713734909975,559.7353,564.79246,-4.11064,-58.31686,0.55263,493.93894,503.18219,100.07226,3252.19406,374.76025
1713734909987,559.85545,564.81967,-4.07825,-58.44649,0.53276,493.49018,503.7821,100.08236,3250.2318,375.22724
1713734909990,559.92488,564.84142,-3.84797,-58.6477,0.48821,493.47831,504.50529,100.09195,3247.7067,375.68715
1713734909998,559.94026,564.83133,-4.03114,-58.49328,0.50106,493.18027,504.59599,100.11916,3245.71953,375.89639
1713734910002,559.98738,564.90143,-3.71469,-58.46591,0.39449,493.39766,504.28889,100.10842,3244.43614,376.12226
1713734910005,560.0857,564.86506,-3.62612,-58.49599,0.42864,493.37687,503.75091,100.12028,3243.2994,376.386
1713734910009,560.14933,564.8898,-3.85403,-58.22655,0.50771,492.56415,504.17795,100.14129,3240.73201,376.63043
1713734910012,560.19048,564.85059,-4.12131,-58.18616,0.44244,492.4386,504.17051,100.17404,3238.74293,376.81124
1713734910032,560.25533,564.84141,-4.08355,-58.01923,0.4886,492.14301,504.27375,100.17653,3236.68414,377.11337
1713734910035,560.31918,564.75462,-3.95093,-57.76145,0.49461,491.90159,504.33453,100.17682,3233.72819,377.12851
1713734910038,560.19899,564.71186,-3.73912,-57.53609,0.54375,491.62045,504.6806,100.18817,3232.08622,377.44239
1713734910045,560.23877,564.69016,-3.6457,-57.0976,0.53086,491.20863,505.33016,100.21359,3229.82613,377.66393
1713734910050,560.31201,564.7285,-3.44268,-57.14472,0.55668,491.48374,505.08437,100.24656,3228.47341,377.87574
1713734910054,560.30475,564.79882,-3.43186,-57.35174,0.58024,491.77567,504.59397,100.25556,3226.9601,377.67459
1713734910057,560.38879,564.80531,-3.88237,-56.94892,0.60645,490.92575,504.31039,100.29495,3224.88825,377.59167
1713734910063,560.32425,564.86033,-4.20566,-56.4858,0.61688,490.16317,505.0336,100.31362,3223.29647,377.76695
1713734910068,560.43301,564.84421,-4.55656,-56.11342,0.49225,490.46837,505.28392,100.30927,3220.55674,377.87673
1713734910073,560.48048,564.88935,-4.67926,-55.70566,0.41785,490.59376,505.64963,100.3287,3218.19073,378.10927
1713734910078,560.58837,564.86048,-4.42954,-56.2093,0.46359,491.01176,505.75263,100.35091,3216.95149,378.33642
1713734910083,560.61782,564.87052,-4.48712,-56.1688,0.50139,491.08317,506.0522,100.37139,3214.96401,378.54623
1713734910088,560.72349,564.9236,-4.46239,-56.30227,0.48285,490.64844,506.19766,100.36909,3213.13156,378.69352
1713734910094,560.82638,564.96615,-4.51127,-56.38452,0.38528,490.17466,506.7242,100.40414,3211.05478,378.71217
1713734910109,560.93663,565.02238,-4.1542,-56.96189,0.37621,489.4106,506.08225,100.43114,3209.66505,378.75672
1713734910113,561.01647,565.00777,-4.48954,-56.67433,0.31994,488.44464,506.39358,100.45478,3208.14847,378.85135
1713734910122,561.01526,565.04232,-4.55416,-56.46588,0.25514,488.37423,507.03523,100.452,3205.41081,379.06164
1713734910131,561.0887,565.04988,-4.54746,-56.38285,0.22136,488.20703,507.14969,100.46313,3202.66757,379.10407
1713734910134,561.04192,565.02427,-4.70136,-56.57939,0.2072,488.62499,507.17801,100.47731,3200.79207,379.23858
1713734910141,561.05689,564.95742,-4.6131,-56.86313,0.36642,488.49081,507.14442,100.50337,3198.67883,379.15041
1713734910145,561.01583,564.96573,-4.24574,-57.24314,0.29737,488.5376,506.68292,100.52128,3197.14437,379.16507
1713734910148,561.06243,564.89905,-4.38736,-57.38724,0.25419,488.40105,507.16048,100.52759,3194.79656,379.41872
1713734910153,561.15719,564.96349,-3.99957,-57.70973,0.19202,488.2953,507.76115,100.55195,3191.88406,379.39142
1713734910158,561.18396,564.94671,-4.5325,-57.52964,0.24083,487.5834,508.04414,100.59446,3190.39654,379.10671
1713734910163,561.09075,565.00109,-4.44521,-57.57425,0.33805,487.76508,507.67013,100.59166,3187.69771,379.22956
1713734910167,561.0123,565.00268,-4.06389,-57.88321,0.31249,487.30596,507.34819,100.58795,3185.98516,379.26451
1713734910172,561.01116,564.98464,-3.82378,-58.27977,0.26623,486.71167,507.68843,100.58747,3183.78315,379.55396
1713734910176,561.14511,565.02225,-3.78813,-58.1401,0.27323,486.71361,507.87536,100.59155,3182.00824,379.81611
1713734910181,561.11946,565.01069,-3.97663,-58.12498,0.26287,486.1294,507.49964,100.5944,3180.3153,379.7149
1713734910186,561.15061,565.05703,-4.13,-57.94946,0.28802,485.26779,507.53672,100.59255,3177.85398,379.69036
1713734910190,561.09648,565.0298,-4.32117,-57.98467,0.23118,484.9982,506.92623,100.60666,3176.53482,379.49831
1713734910193,561.15147,565.02829,-4.33532,-57.95974,0.22398,484.48598,507.10705,100.60165,3174.52151,379.66686
1713734910201,561.14849,565.07331,-3.96217,-58.45981,0.20191,485.22343,506.87588,100.60538,3173.1109,379.63976
1713734910215,561.1606,565.05313,-4.28184,-58.34942,0.18179,484.4713,507.29424,100.63606,3169.94354,379.67774
1713734910218,561.12132,565.04951,-4.11136,-58.50996,0.17866,484.28199,507.12649,100.64651,3168.49523,379.83689
1713734910232,561.16716,565.11132,-3.99205,-58.58958,0.16833,484.19994,507.32438,100.67261,3166.55421,379.87866
1713734910236,561.21029,565.13158,-4.04111,-58.33973,0.17941,484.3827,506.97916,100.6619,3164.44813,380.0455
1713734910241,561.19569,565.18086,-3.91949,-58.39814,0.19308,484.24738,507.2469,100.6796,3162.00437,379.70418
1713734910249,561.15537,565.18748,-3.68979,-58.90292,0.16573,484.36812,506.71276,100.68695,3160.1209,379.56857
1713734910252,561.12438,565.18023,-3.42069,-59.46853,0.17845,484.65468,506.35793,100.70215,3158.36036,379.37331
1713734910255,561.0582,565.18943,-3.07236,-59.89297,0.14328,484.66203,506.04206,100.72522,3155.52354,379.77612
1713734910265,561.13211,565.17656,-3.18579,-60.05139,0.15139,484.58921,506.23547,100.73691,3153.37634,379.8026
1713734910269,561.18172,565.12184,-3.26997,-60.34265,0.10638,484.48467,506.15062,100.73807,3151.17252,379.8937
1713734910272,561.26442,565.17234,-3.41305,-60.23205,0.1245,484.23595,506.07013,100.76111,3149.36853,379.74585
1713734910275,561.34291,565.14811,-3.61812,-60.22204,0.16753,484.10641,506.3179,100.78778,3147.1541,379.67055
1713734910279,561.40124,565.12645,-3.69029,-60.18478,0.16179,483.80103,506.57229,100.79084,3145.30902,379.80585
1713734910282,561.39887,565.12717,-3.69006,-60.0451,0.20233,483.50607,506.80267,100.82308,3143.65575,379.8226
1713734910287,561.45944,565.12069,-3.5743,-59.98779,0.1138,483.30922,506.95947,100.81256,3141.45297,379.82038
1713734910290,561.45918,565.0832,-3.5129,-60.10198,0.4143,483.68955,506.55615,100.80905,3139.92064,379.45571
1713734910293,561.49584,565.09505,-3.17861,-60.29387,0.39697,483.20876,507.04664,100.79811,3137.576,379.5592
1713734910300,561.41838,565.0729,-3.66569,-60.50551,0.35103,484.46144,507.60007,100.82272,3134.94501,379.65547
1713734910306,561.48006,565.03171,-3.78114,-60.64335,0.37677,483.86866,508.09705,100.83749,3132.18076,379.566
1713734910314,561.44417,565.01867,-3.76934,-60.63666,0.37549,483.48712,508.33296,100.84667,3129.12808,379.57417
1713734910317,561.37567,564.9579,-3.72502,-60.31966,0.36769,483.19909,508.52745,100.87007,3127.45144,379.74728
1713734910321,561.42294,564.99706,-3.39837,-60.11588,0.36238,483.25784,508.61188,100.87701,3125.44066,379.70606
1713734910326,561.4818,564.96903,-3.4211,-59.99413,0.40803,482.91378,508.51505,100.87992,3123.77079,379.57856
1713734910329,561.54793,564.95679,-3.61005,-59.83059,0.34496,482.62072,508.80988,100.90877,3121.11384,379.53111
1713734910340,561.49511,564.98601,-3.87368,-59.57328,0.29611,482.33286,509.16937,100.94436,3118.79375,379.72783
1713734910342,561.51105,565.03332,-4.05079,-59.02177,0.34355,481.80071,509.61277,100.96347,3115.32243,379.68529
1713734910348,561.51901,564.97492,-4.49459,-58.5772,0.33617,481.17995,510.44068,100.97769,3112.31499,379.84218
1713734910351,561.5365,564.95762,-4.78973,-57.90954,0.40312,481.13577,510.2572,100.98981,3110.72149,379.98239
1713734910359,561.6117,564.93545,-4.62845,-57.84114,0.30766,480.73164,510.18961,101.00605,3109.0021,379.92149
1713734910362,561.68671,564.92548,-4.57599,-57.54852,0.34433,480.78033,510.0726,101.02901,3107.24054,379.87369
1713734910364,561.73642,564.9922,-4.46796,-57.31504,0.32644,480.1084,510.00123,101.03127,3105.57294,379.81101
1713734910371,561.7911,564.94665,-4.53605,-57.28657,0.30494,480.05078,510.43625,101.06842,3103.48717,379.783
1713734910379,561.7045,564.9233,-4.41038,-57.36971,0.24153,481.53127,510.36826,101.09413,3101.72431,379.563
1713734910382,561.65718,564.96019,-4.14494,-57.27985,0.16834,482.217,510.15915,101.11408,3100.29813,379.44686
1713734910384,561.66371,564.96232,-4.42209,-57.24405,0.16614,482.47628,509.57153,101.11928,3099.19951,379.31813
1713734910388,561.54682,564.97281,-4.11443,-57.48795,0.13875,483.78707,509.03011,101.1062,3098.22431,379.2991
1713734910391,561.45001,564.9886,-3.76832,-57.58265,0.1296,485.33079,508.56575,101.12283,3096.74329,379.31691
1713734910396,561.3801,564.96579,-3.5116,-57.62636,0.14274,486.579,508.02729,101.13387,3095.82274,379.14623
1713734910399,561.33509,564.96336,-3.15096,-57.69531,0.37418,485.6121,508.13478,101.1439,3094.94116,379.09622
1713734910403,561.40432,564.92336,-3.22953,-57.65554,0.27743,484.7756,508.19965,101.16673,3092.59938,379.15199
1713734910406,561.45566,564.89575,-3.18198,-57.44246,0.23114,483.93103,508.39759,101.20188,3089.68989,378.9602
